Elevation (ft),Longitude,Latitude,Station ID,Date & Time,Air Temperture (°F),Wind Speed (knots),Wind Direction (degrees),Wind Gust (knots),Wind Cardinal Direction (code),Pressure (mb)
0,-85.878,30.213,PCBF1,2018-10-10T11:54:00-0500,77.02,49.49,9,59.91,N,976.97
0,-85.878,30.213,PCBF1,2018-10-10T12:00:00-0500,76.03,40.8,359,63.39,N,975.96
0,-85.878,30.213,PCBF1,2018-10-10T12:06:00-0500,76.03,45.16,1,60.78,N,975.28
0,-85.878,30.213,PCBF1,2018-10-10T12:12:00-0500,76.03,44.28,346,62.51,NNW,973.93
0,-85.878,30.213,PCBF1,2018-10-10T12:18:00-0500,76.03,43.43,347,64.26,NNW,973.59
0,-85.878,30.213,PCBF1,2018-10-10T12:24:00-0500,75.02,44.28,344,63.39,NNW,973.25
0,-85.878,30.213,PCBF1,2018-10-10T12:30:00-0500,75.02,42.55,347,64.26,NNW,972.57
0,-85.878,30.213,PCBF1,2018-10-10T12:36:00-0500,75.02,41.68,341,76.41,NNW,972.57
0,-85.878,30.213,PCBF1,2018-10-10T12:42:00-0500,75.02,46.01,334,65.12,NNW,972.57
0,-85.878,30.213,PCBF1,2018-10-10T12:48:00-0500,75.02,41.68,326,59.05,NW,972.57
0,-85.878,30.213,PCBF1,2018-10-10T13:00:00-0500,75.02,47.76,319,66.87,NW,973.59
0,-85.878,30.213,PCBF1,2018-10-10T13:06:00-0500,75.02,39.95,324,66.87,NW,974.6
0,-85.878,30.213,PCBF1,2018-10-10T13:18:00-0500,75.02,40.8,310,67.72,NW,976.3
0,-85.878,30.213,PCBF1,2018-10-10T13:30:00-0500,75.02,49.49,301,64.26,WNW,978.33
0,-85.878,30.213,PCBF1,2018-10-10T13:54:00-0500,75.02,51.22,303,69.47,WNW,981.71
0,-85.878,30.213,PCBF1,2018-10-10T14:00:00-0500,75.02,48.63,302,64.26,WNW,982.73
0,-85.878,30.213,PCBF1,2018-10-10T14:06:00-0500,75.02,52.97,297,62.51,WNW,983.07
0,-85.878,30.213,PCBF1,2018-10-10T14:18:00-0500,75.02,46.01,299,65.99,WNW,984.76
0,-85.878,30.213,PCBF1,2018-10-10T14:24:00-0500,75.02,49.49,299,60.78,WNW,985.78
0,-85.878,30.213,PCBF1,2018-10-10T14:30:00-0500,75.02,47.76,301,59.05,WNW,986.46
0,-85.878,30.213,PCBF1,2018-10-10T14:36:00-0500,75.02,46.01,300,54.7,WNW,986.79
0,-85.878,30.213,PCBF1,2018-10-10T14:42:00-0500,75.02,44.28,306,65.99,NW,987.47
0,-85.878,30.213,PCBF1,2018-10-10T14:48:00-0500,75.02,39.07,302,54.7,WNW,987.81
0,-85.878,30.213,PCBF1,2018-10-10T15:00:00-0500,76.03,42.55,290,51.22,WNW,989.16
0,-85.878,30.213,PCBF1,2018-10-10T15:06:00-0500,77.02,43.43,287,51.22,WNW,989.84
0,-85.878,30.213,PCBF1,2018-10-10T15:12:00-0500,76.03,47.76,288,56.45,WNW,990.52
0,-85.878,30.213,PCBF1,2018-10-10T15:18:00-0500,78.03,42.55,296,52.1,WNW,990.86
0,-85.878,30.213,PCBF1,2018-10-10T15:30:00-0500,80.02,43.43,287,52.1,WNW,991.87
0,-85.878,30.213,PCBF1,2018-10-10T15:42:00-0500,79.02,40.8,297,51.22,WNW,992.89
0,-85.878,30.213,PCBF1,2018-10-10T15:48:00-0500,80.02,39.95,290,47.76,WNW,993.23
0,-85.878,30.213,PCBF1,2018-10-10T15:54:00-0500,80.02,39.95,283,49.49,WNW,993.57
0,-85.878,30.213,PCBF1,2018-10-10T16:00:00-0500,80.02,39.95,280,49.49,W,993.91
0,-85.878,30.213,PCBF1,2018-10-10T16:06:00-0500,80.02,41.68,285,51.22,WNW,994.24
0,-85.878,30.213,PCBF1,2018-10-10T16:12:00-0500,80.02,39.95,283,50.37,WNW,994.58
0,-85.878,30.213,PCBF1,2018-10-10T16:18:00-0500,80.02,42.55,285,48.63,WNW,994.92
0,-85.878,30.213,PCBF1,2018-10-10T16:24:00-0500,80.02,41.68,284,48.63,WNW,995.26
0,-85.878,30.213,PCBF1,2018-10-10T16:30:00-0500,80.02,40.8,288,46.89,WNW,995.6
0,-85.878,30.213,PCBF1,2018-10-10T16:36:00-0500,80.02,39.95,287,48.63,WNW,995.94
0,-85.878,30.213,PCBF1,2018-10-10T16:42:00-0500,80.02,40.8,287,46.89,WNW,996.28
0,-85.878,30.213,PCBF1,2018-10-10T16:48:00-0500,80.02,37.34,287,47.76,WNW,996.61
0,-85.878,30.213,PCBF1,2018-10-10T16:54:00-0500,80.02,37.34,283,47.76,WNW,996.95
0,-85.878,30.213,PCBF1,2018-10-10T17:00:00-0500,80.02,39.95,284,47.76,WNW,996.95
0,-85.878,30.213,PCBF1,2018-10-10T17:06:00-0500,80.02,40.8,285,46.01,WNW,996.95
0,-85.878,30.213,PCBF1,2018-10-10T17:12:00-0500,80.02,37.34,284,44.28,WNW,997.29
0,-85.878,30.213,PCBF1,2018-10-10T17:18:00-0500,80.02,39.95,284,45.16,WNW,997.29
0,-85.878,30.213,PCBF1,2018-10-10T17:24:00-0500,80.02,38.22,284,44.28,WNW,997.63
0,-85.878,30.213,PCBF1,2018-10-10T17:30:00-0500,80.02,39.95,289,45.16,WNW,997.97
0,-85.878,30.213,PCBF1,2018-10-10T17:36:00-0500,80.02,34.74,288,43.43,WNW,998.31
0,-85.878,30.213,PCBF1,2018-10-10T17:42:00-0500,80.02,36.47,287,44.28,WNW,998.65
0,-85.878,30.213,PCBF1,2018-10-10T17:48:00-0500,81.01,38.22,290,44.28,WNW,998.99
0,-85.878,30.213,PCBF1,2018-10-10T17:54:00-0500,81.01,38.22,284,44.28,WNW,999.32
0,-85.878,30.213,PCBF1,2018-10-10T18:00:00-0500,81.01,33.01,285,42.55,WNW,999.66
0,-85.878,30.213,PCBF1,2018-10-10T18:06:00-0500,81.01,36.47,287,45.16,WNW,999.66
0,-85.878,30.213,PCBF1,2018-10-10T18:12:00-0500,81.01,36.47,287,40.8,WNW,1000
0,-85.878,30.213,PCBF1,2018-10-10T18:18:00-0500,81.01,39.07,287,44.28,WNW,1000.34
0,-85.878,30.213,PCBF1,2018-10-10T18:24:00-0500,81.01,36.47,285,41.68,WNW,1000.34
0,-85.878,30.213,PCBF1,2018-10-10T18:30:00-0500,81.01,33.86,285,39.95,WNW,1000.68
0,-85.878,30.213,PCBF1,2018-10-10T18:36:00-0500,80.02,36.47,284,44.28,WNW,1000.68
0,-85.878,30.213,PCBF1,2018-10-10T18:42:00-0500,80.02,36.47,287,42.55,WNW,1000.68
0,-85.878,30.213,PCBF1,2018-10-10T18:48:00-0500,80.02,33.86,288,39.07,WNW,1001.02
0,-85.878,30.213,PCBF1,2018-10-10T19:00:00-0500,80.02,33.01,292,39.07,WNW,1001.36
0,-85.878,30.213,PCBF1,2018-10-10T19:06:00-0500,80.02,32.13,290,39.07,WNW,1001.36
0,-85.878,30.213,PCBF1,2018-10-10T19:12:00-0500,80.02,33.01,288,37.34,WNW,1001.36
0,-85.878,30.213,PCBF1,2018-10-10T19:18:00-0500,80.02,33.01,291,37.34,WNW,1001.36
0,-85.878,30.213,PCBF1,2018-10-10T19:24:00-0500,81.01,34.74,291,39.07,WNW,1001.69
0,-85.878,30.213,PCBF1,2018-10-10T19:30:00-0500,81.01,33.01,294,38.22,WNW,1002.03
0,-85.878,30.213,PCBF1,2018-10-10T19:36:00-0500,81.01,32.13,289,37.34,WNW,1002.03
0,-85.878,30.213,PCBF1,2018-10-10T19:42:00-0500,81.01,33.01,291,37.34,WNW,1002.37
0,-85.878,30.213,PCBF1,2018-10-10T19:48:00-0500,81.01,30.38,290,39.07,WNW,1002.71
0,-85.878,30.213,PCBF1,2018-10-10T19:54:00-0500,81.01,29.53,292,34.74,WNW,1003.05
0,-85.878,30.213,PCBF1,2018-10-10T20:00:00-0500,81.01,32.13,288,37.34,WNW,1003.05
0,-85.878,30.213,PCBF1,2018-10-10T20:06:00-0500,81.01,28.65,295,35.59,WNW,1003.05
0,-85.878,30.213,PCBF1,2018-10-10T20:12:00-0500,80.02,28.65,296,33.86,WNW,1003.39
0,-85.878,30.213,PCBF1,2018-10-10T20:18:00-0500,80.02,24.32,296,32.13,WNW,1003.39
0,-85.878,30.213,PCBF1,2018-10-10T20:24:00-0500,81.01,28.65,290,34.74,WNW,1003.39
0,-85.878,30.213,PCBF1,2018-10-10T20:30:00-0500,81.01,30.38,293,33.01,WNW,1003.39
0,-85.878,30.213,PCBF1,2018-10-10T20:36:00-0500,81.01,27.8,292,31.26,WNW,1003.73
0,-85.878,30.213,PCBF1,2018-10-10T20:42:00-0500,81.01,29.53,287,34.74,WNW,1003.73
0,-85.878,30.213,PCBF1,2018-10-10T20:48:00-0500,81.01,27.8,293,33.01,WNW,1004.06
0,-85.878,30.213,PCBF1,2018-10-10T20:54:00-0500,80.02,29.53,290,33.86,WNW,1004.06
0,-85.878,30.213,PCBF1,2018-10-10T21:00:00-0500,80.02,27.8,293,33.86,WNW,1004.06
0,-85.878,30.213,PCBF1,2018-10-10T21:06:00-0500,80.02,24.32,291,31.26,WNW,1004.4
0,-85.878,30.213,PCBF1,2018-10-10T21:12:00-0500,80.02,27.8,290,34.74,WNW,1004.4
0,-85.878,30.213,PCBF1,2018-10-10T21:18:00-0500,80.02,26.92,292,30.38,WNW,1004.4
0,-85.878,30.213,PCBF1,2018-10-10T21:24:00-0500,80.02,24.32,296,29.53,WNW,1004.4
0,-85.878,30.213,PCBF1,2018-10-10T21:30:00-0500,80.02,26.05,289,29.53,WNW,1004.74
0,-85.878,30.213,PCBF1,2018-10-10T21:36:00-0500,80.02,24.32,296,29.53,WNW,1004.74
0,-85.878,30.213,PCBF1,2018-10-10T21:42:00-0500,80.02,24.32,293,27.8,WNW,1004.74
0,-85.878,30.213,PCBF1,2018-10-10T21:48:00-0500,80.02,23.44,292,29.53,WNW,1004.74
0,-85.878,30.213,PCBF1,2018-10-10T21:54:00-0500,80.02,26.05,294,28.65,WNW,1004.74
0,-85.878,30.213,PCBF1,2018-10-10T22:00:00-0500,80.02,23.44,293,27.8,WNW,1005.08
0,-85.878,30.213,PCBF1,2018-10-10T22:06:00-0500,80.02,23.44,294,26.92,WNW,1005.08
0,-85.878,30.213,PCBF1,2018-10-10T22:12:00-0500,80.02,23.44,296,26.92,WNW,1005.08
0,-85.878,30.213,PCBF1,2018-10-10T22:18:00-0500,80.02,24.32,295,26.05,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:24:00-0500,80.02,22.59,296,26.92,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:30:00-0500,80.02,24.32,289,25.17,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:36:00-0500,80.02,25.17,291,27.8,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:42:00-0500,80.02,22.59,291,26.92,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:48:00-0500,80.02,24.32,290,26.05,WNW,1005.42
0,-85.878,30.213,PCBF1,2018-10-10T22:54:00-0500,80.02,23.44,294,26.05,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:00:00-0500,80.02,22.59,294,26.05,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:06:00-0500,80.02,22.59,292,26.05,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:12:00-0500,80.02,23.44,286,26.92,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:18:00-0500,80.02,24.32,290,27.8,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:24:00-0500,80.02,23.44,289,28.65,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:30:00-0500,80.02,22.59,288,27.8,WNW,1005.76
0,-85.878,30.213,PCBF1,2018-10-10T23:36:00-0500,80.02,24.32,291,27.8,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-10T23:42:00-0500,80.02,23.44,289,28.65,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-10T23:48:00-0500,80.02,25.17,289,27.8,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-10T23:54:00-0500,80.02,23.44,292,26.05,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-11T00:00:00-0500,80.02,24.32,289,27.8,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-11T00:06:00-0500,80.02,21.71,293,26.05,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-11T00:12:00-0500,80.02,22.59,292,26.05,WNW,1006.1
0,-85.878,30.213,PCBF1,2018-10-11T00:18:00-0500,80.02,19.96,291,25.17,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:24:00-0500,80.02,22.59,289,25.17,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:30:00-0500,79.02,19.96,293,23.44,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:36:00-0500,79.02,20.84,293,24.32,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:42:00-0500,79.02,19.96,294,21.71,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:48:00-0500,79.02,18.23,295,21.71,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T00:54:00-0500,79.02,16.5,295,20.84,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T01:00:00-0500,79.02,16.5,294,20.84,WNW,1006.44
0,-85.878,30.213,PCBF1,2018-10-11T01:06:00-0500,80.02,17.38,291,20.84,WNW,1006.77
0,-85.878,30.213,PCBF1,2018-10-11T01:12:00-0500,80.02,17.38,294,20.84,WNW,1006.77
0,-85.878,30.213,PCBF1,2018-10-11T01:18:00-0500,80.02,19.96,290,22.59,WNW,1007.11
0,-85.878,30.213,PCBF1,2018-10-11T01:24:00-0500,80.02,18.23,286,21.71,WNW,1007.11
0,-85.878,30.213,PCBF1,2018-10-11T01:30:00-0500,80.02,18.23,290,22.59,WNW,1007.11
0,-85.878,30.213,PCBF1,2018-10-11T01:36:00-0500,80.02,18.23,287,21.71,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T01:42:00-0500,80.02,17.38,287,21.71,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T01:48:00-0500,80.02,18.23,285,24.32,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T01:54:00-0500,80.02,19.96,289,24.32,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T02:00:00-0500,80.02,18.23,290,22.59,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T02:06:00-0500,80.02,19.96,289,23.44,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T02:12:00-0500,80.02,19.96,286,23.44,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T02:18:00-0500,80.02,19.96,285,25.17,WNW,1007.45
0,-85.878,30.213,PCBF1,2018-10-11T02:24:00-0500,80.02,19.96,291,25.17,WNW,1007.79
0,-85.878,30.213,PCBF1,2018-10-11T02:30:00-0500,80.02,19.96,288,24.32,WNW,1007.79
0,-85.878,30.213,PCBF1,2018-10-11T02:36:00-0500,80.02,19.96,286,24.32,WNW,1008.13
0,-85.878,30.213,PCBF1,2018-10-11T02:42:00-0500,80.02,20.84,285,24.32,WNW,1008.13
0,-85.878,30.213,PCBF1,2018-10-11T02:48:00-0500,80.02,19.11,283,22.59,WNW,1008.13
0,-85.878,30.213,PCBF1,2018-10-11T02:54:00-0500,80.02,19.11,282,21.71,WNW,1008.13
0,-85.878,30.213,PCBF1,2018-10-11T03:00:00-0500,80.02,20.84,281,24.32,W,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:06:00-0500,80.02,20.84,283,23.44,WNW,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:12:00-0500,80.02,19.96,283,24.32,WNW,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:18:00-0500,80.02,18.23,281,23.44,W,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:24:00-0500,80.02,19.11,283,22.59,WNW,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:30:00-0500,80.02,19.11,280,23.44,W,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:36:00-0500,80.02,18.23,280,23.44,W,1008.47
0,-85.878,30.213,PCBF1,2018-10-11T03:42:00-0500,80.02,18.23,286,21.71,WNW,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T03:48:00-0500,80.02,19.96,286,22.59,WNW,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T03:54:00-0500,80.02,19.96,284,23.44,WNW,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T04:00:00-0500,80.02,19.96,281,21.71,W,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T04:06:00-0500,80.02,19.11,284,22.59,WNW,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T04:12:00-0500,80.02,19.96,281,22.59,W,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T04:18:00-0500,80.02,18.23,282,23.44,WNW,1008.81
0,-85.878,30.213,PCBF1,2018-10-11T04:24:00-0500,80.02,19.96,288,22.59,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T04:30:00-0500,80.02,19.11,284,22.59,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T04:36:00-0500,80.02,18.23,289,19.96,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T04:42:00-0500,80.02,19.11,284,20.84,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T04:48:00-0500,80.02,18.23,290,21.71,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T04:54:00-0500,79.02,17.38,297,20.84,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:00:00-0500,79.02,16.5,294,19.11,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:06:00-0500,79.02,19.11,283,19.96,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:12:00-0500,79.02,18.23,286,20.84,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:18:00-0500,79.02,17.38,289,19.96,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:24:00-0500,79.02,17.38,287,19.96,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:30:00-0500,79.02,18.23,296,20.84,WNW,1009.14
0,-85.878,30.213,PCBF1,2018-10-11T05:36:00-0500,79.02,17.38,297,20.84,WNW,1009.48
0,-85.878,30.213,PCBF1,2018-10-11T05:42:00-0500,78.03,14.75,303,17.38,WNW,1009.48
0,-85.878,30.213,PCBF1,2018-10-11T05:48:00-0500,78.03,15.63,303,18.23,WNW,1009.48
0,-85.878,30.213,PCBF1,2018-10-11T05:54:00-0500,78.03,15.63,299,17.38,WNW,1009.48
0,-85.878,30.213,PCBF1,2018-10-11T06:00:00-0500,78.03,13.9,301,18.23,WNW,1009.82
0,-85.878,30.213,PCBF1,2018-10-11T06:06:00-0500,78.03,14.75,298,19.11,WNW,1009.82
0,-85.878,30.213,PCBF1,2018-10-11T06:12:00-0500,78.03,13.9,300,17.38,WNW,1009.82
0,-85.878,30.213,PCBF1,2018-10-11T06:18:00-0500,77.02,13.02,298,16.5,WNW,1010.16
0,-85.878,30.213,PCBF1,2018-10-11T06:24:00-0500,77.02,13.9,297,16.5,WNW,1010.16
0,-85.878,30.213,PCBF1,2018-10-11T06:30:00-0500,77.02,13.02,299,17.38,WNW,1010.16
0,-85.878,30.213,PCBF1,2018-10-11T06:36:00-0500,76.03,11.29,303,14.75,WNW,1010.16
0,-85.878,30.213,PCBF1,2018-10-11T06:42:00-0500,76.03,11.29,300,13.9,WNW,1010.16
0,-85.878,30.213,PCBF1,2018-10-11T06:48:00-0500,76.03,9.54,296,12.17,WNW,1010.5
0,-85.878,30.213,PCBF1,2018-10-11T06:54:00-0500,76.03,7.81,298,11.29,WNW,1010.5
0,-85.878,30.213,PCBF1,2018-10-11T07:00:00-0500,76.03,7.81,302,10.42,WNW,1010.5
