Elevation (ft),Longitude,Latitude,Station ID,Date & Time,Air Temperture (°F),Wind Speed (knots),Wind Direction (degrees),Wind Gust (knots),Wind Cardinal Direction (code),Pressure (mb)
7,-85.5637,30.06444,KPAM,2018-10-10T10:55:00-0500,77,31,80,56.99,E,980.45
7,-85.5637,30.06444,KPAM,2018-10-10T10:56:00-0500,77.18,36,80,56.99,E,980.79
7,-85.5637,30.06444,KPAM,2018-10-10T11:01:00-0500,77,34,80,56.99,E,979.43
7,-85.5637,30.06444,KPAM,2018-10-10T11:03:00-0500,77,38.99,80,58,E,979.1
7,-85.5637,30.06444,KPAM,2018-10-10T11:08:00-0500,77,29,80,58,E,977.06
7,-85.5637,30.06444,KPAM,2018-10-10T11:13:00-0500,77,31,70,58,ENE,975.71
7,-85.5637,30.06444,KPAM,2018-10-10T11:14:00-0500,77,32,80,51.01,E,975.37
7,-85.5637,30.06444,KPAM,2018-10-10T11:20:00-0500,77,38.99,80,53.01,E,973.68
7,-85.5637,30.06444,KPAM,2018-10-10T11:21:00-0500,77,40,80,53.01,E,973
7,-85.5637,30.06444,KPAM,2018-10-10T11:23:00-0500,77,38,70,54.99,ENE,971.99
7,-85.5637,30.06444,KPAM,2018-10-10T11:25:00-0500,77,38,70,56,ENE,971.31
7,-85.5637,30.06444,KPAM,2018-10-10T11:27:00-0500,77,38.99,70,56,ENE,969.96
7,-85.5637,30.06444,KPAM,2018-10-10T11:30:00-0500,77,36.99,80,56.99,E,969.28
7,-85.5637,30.06444,KPAM,2018-10-10T11:35:00-0500,77,40,70,60.01,ENE,966.91
7,-85.5637,30.06444,KPAM,2018-10-10T11:36:00-0500,77,40,70,61,ENE,966.23
7,-85.5637,30.06444,KPAM,2018-10-10T11:38:00-0500,77,36.99,70,61,ENE,964.2
7,-85.5637,30.06444,KPAM,2018-10-10T11:40:00-0500,77,49,70,71.01,ENE,962.85
7,-85.5637,30.06444,KPAM,2018-10-10T11:42:00-0500,77,53.01,70,71.01,ENE,962.51
7,-85.5637,30.06444,KPAM,2018-10-10T11:43:00-0500,77,45.99,70,71.01,ENE,961.49
7,-85.5637,30.06444,KPAM,2018-10-10T11:44:00-0500,77,49,70,71.01,ENE,959.8
7,-85.5637,30.06444,KPAM,2018-10-10T11:45:00-0500,77,47.99,70,71.01,ENE,959.12
7,-85.5637,30.06444,KPAM,2018-10-10T11:47:00-0500,77,47,60,71.01,ENE,957.43
7,-85.5637,30.06444,KPAM,2018-10-10T11:57:00-0500,,,,,,
7,-85.5637,30.06444,KPAM,2018-10-10T11:58:00-0500,,,,,,946.6
7,-85.5637,30.06444,KPAM,2018-10-10T12:00:00-0500,,49,60,70,ENE,944.9
7,-85.5637,30.06444,KPAM,2018-10-10T12:01:00-0500,,62.01,60,103,ENE,943.89
7,-85.5637,30.06444,KPAM,2018-10-10T12:03:00-0500,77,54.99,60,103,ENE,938.47
7,-85.5637,30.06444,KPAM,2018-10-10T12:04:00-0500,77,63,60,103,ENE,938.13
7,-85.5637,30.06444,KPAM,2018-10-10T12:05:00-0500,77,67,50,103,NE,936.1
7,-85.5637,30.06444,KPAM,2018-10-10T12:07:00-0500,77,67,50,103,NE,932.38
7,-85.5637,30.06444,KPAM,2018-10-10T12:08:00-0500,77,71.01,60,103,ENE,931.02
7,-85.5637,30.06444,KPAM,2018-10-10T12:10:00-0500,77,63,60,103,ENE,930.01
7,-85.5637,30.06444,KPAM,2018-10-10T12:11:00-0500,77,67,60,103,ENE,929.67
7,-85.5637,30.06444,KPAM,2018-10-10T12:12:00-0500,77,74.99,60,112,ENE,927.97
7,-85.5637,30.06444,KPAM,2018-10-10T12:14:00-0500,77,74.99,60,112,ENE,927.64
7,-85.5637,30.06444,KPAM,2018-10-10T12:15:00-0500,77,72.99,60,112,ENE,925.94
7,-85.5637,30.06444,KPAM,2018-10-10T12:16:00-0500,77,74,60,112,ENE,924.25
7,-85.5637,30.06444,KPAM,2018-10-10T12:17:00-0500,77,72.99,70,112,ENE,923.57
7,-85.5637,30.06444,KPAM,2018-10-10T12:19:00-0500,77,74.99,70,112,ENE,923.91
7,-85.5637,30.06444,KPAM,2018-10-10T12:20:00-0500,77,67,70,112,ENE,921.88
7,-85.5637,30.06444,KPAM,2018-10-10T12:21:00-0500,77,63,80,112,E,922.22
7,-85.5637,30.06444,KPAM,2018-10-10T12:24:00-0500,77,42.01,80,110.99,E,922.56
